Group,x,y,t,s
F,30.05315444,-122.9863596,1,0
H,34.89282701,494.052502,0,0
I,-16.01966863,-138.5523576,1,1
F,-12.18825808,263.071502,1,0
H,41.65494788,407.5644127,0,1
G,7.121301393,-62.50203173,1,1
G,26.58342386,90.40220328,1,0
I,11.29174913,175.667914,1,0
I,29.69849697,97.32914875,1,0
I,8.114136488,0.701116432,1,0
H,45.82705927,439.577362,0,1
F,15.94036679,148.636886,0,1
F,-18.63901507,357.5943336,1,0
F,9.52366654,34.64009455,0,0
H,16.99248977,403.1118325,0,1
I,6.605982674,104.5506299,0,0
F,55.34518424,-437.8985448,1,1
F,1.39439163,35.98769796,1,1
G,15.27346797,184.861005,0,0
G,-5.395574953,144.2138338,1,1
F,31.81501295,-115.1553479,1,0
I,-8.685661416,289.7353966,0,0
H,32.87662159,449.5098792,0,1
F,16.79675504,113.095811,1,1
G,-6.048209251,403.0815256,1,1
I,43.96304716,6.114078676,0,1
G,22.65401705,38.70963004,1,0
F,38.56747585,-22.70742579,1,0
H,-30.05392323,71.04442264,0,0
F,22.49443401,-151.4996566,1,0
G,43.24753775,-155.8373589,1,0
I,-4.349823293,11.62560183,0,0
I,18.30038675,89.80999592,0,1
H,-28.45221443,-135.4731875,0,1
F,33.4287916,-154.194995,1,1
G,-40.40460517,203.382172,0,1
I,24.14349589,71.29763858,1,1
H,21.7084832,338.9316092,0,0
G,-3.953746372,293.6169853,1,0
G,41.30255692,-316.3530996,1,0
H,8.404929257,426.7885744,0,1
G,37.74987366,-16.81660315,1,0
H,8.208585856,549.6278402,0,1
F,38.95509955,-229.3060039,1,0
F,-11.1858086,603.2903224,1,1
G,-1.404327292,298.0928018,1,0
H,2.543018267,426.2850648,0,0
I,36.93061624,12.30944625,0,0
F,20.13045017,201.3698415,1,1
H,4.751176115,312.1355183,0,1
H,17.29720557,433.5843938,1,1
G,-9.0227613,330.4657381,1,1
G,33.81040058,22.87736758,1,0
I,-32.88475225,50.15755746,0,0
I,28.00095188,-217.1776549,0,0
H,-9.87834646,207.2357644,0,1
F,54.00375307,-312.6715425,1,0
I,2.838267062,163.5743519,1,1
G,18.81560338,60.8091345,1,0
G,27.06891002,-324.1018845,1,1
F,17.5663751,-53.45309584,1,0
F,-4.007445987,161.2959777,1,1
I,32.37882084,-59.06618386,1,1
I,-5.059317764,158.9928803,1,1
F,30.18616403,-266.8691641,0,1
G,-44.26987421,446.6164002,1,0
F,8.591085256,130.9361406,1,0
I,-7.455147482,39.25741744,1,0
H,-34.23592152,-66.20699212,0,1
F,6.92522012,304.5330606,1,0
I,-14.50326681,-205.902139,1,0
G,17.43282566,-304.8351119,1,1
H,5.476554997,429.3512919,0,1
F,-28.58819764,569.6366748,1,0
F,4.901348942,509.8870886,1,1
I,30.52096531,42.00818812,1,1
G,1.449902424,369.4174432,1,1
F,30.20897978,27.5473284,1,1
H,-4.983159605,378.4095899,0,1
G,-16.95252676,217.8417896,1,0
I,28.5233687,96.56096905,0,0
F,17.6421925,108.8574782,1,0
H,32.95511696,479.3102381,0,0
H,7.450308085,209.9659611,0,1
F,23.96888486,-67.66045874,1,1
F,51.52012665,-204.5940913,1,0
H,11.63448618,324.6353513,0,1
I,18.5611591,-115.1031464,0,0
I,48.46393958,247.9690772,1,1
F,-26.08910834,464.608883,1,0
I,39.70515991,-41.05015295,0,1
F,-2.366023467,241.9538034,1,0
H,42.48584445,779.6560139,0,0
I,8.672194018,-93.80550774,0,0
H,-44.78502699,-74.16993187,0,0
H,8.686988554,391.0608676,0,1
F,-9.384300852,465.7852051,1,0
H,26.97073049,492.6429238,0,0
I,-2.972858469,-20.14292558,0,0
H,2.576831715,283.9385634,0,0
F,8.510950889,-198.381778,1,1
F,-11.26840133,144.2903991,1,0
I,3.721551896,184.7478032,1,0
G,18.68464419,-66.82758001,1,0
H,-11.71214373,364.0923438,0,1
F,43.45853405,-47.75677053,1,1
H,-1.151088679,427.4139183,0,1
G,-2.395542684,234.6014148,0,1
I,-1.939107181,-143.0869589,0,0
H,23.91875827,648.5108387,0,0
F,13.29107501,-17.9024235,1,0
G,50.35483569,-131.3373051,1,1
G,-13.56884091,325.4654391,1,1
G,-30.02099963,230.3592146,1,0
F,1.179575253,451.1165918,1,0
F,-22.00107043,353.2153238,1,0
I,-10.08464148,199.6278042,1,0
H,-25.46093852,92.58694389,0,0
I,-19.78363121,-145.7309345,0,0
G,3.740392123,340.7215004,1,0
F,5.72989894,114.9384143,1,1
F,26.86030415,138.7733803,1,1
H,32.97944645,641.0773395,0,0
G,-10.26640028,480.1037792,1,0
H,51.16918495,700.2877179,0,0
I,3.026582852,76.59163759,1,0
H,-8.945806941,322.8229516,0,1
I,40.28911295,-6.277081921,1,1
G,-13.92786242,21.29697958,1,0
G,-5.461391125,440.0546028,1,1
G,12.63044357,142.984089,1,0
F,50.53921144,-425.2723481,1,0
H,20.74399342,436.1216065,0,1
I,-22.6903149,-92.85250966,0,1
H,-50.46577721,-230.3558902,0,1
F,-2.927652604,105.4659914,1,1
F,19.02887965,200.7772365,1,0
H,28.55271573,644.7485004,0,1
I,-13.72191064,117.2656889,1,0
F,29.97660334,-76.97999706,0,0
G,32.87467943,-25.062669,0,0
F,16.66327505,152.48887,1,0
H,-57.96781894,-19.09356637,0,1
F,21.10913911,46.82301448,1,1
G,13.66983665,49.90874153,1,1
F,33.92044518,-105.5856073,1,1
H,-5.006667332,279.7554683,0,1
H,-6.236713322,520.7962551,0,1
I,29.147565,189.5466854,1,0
I,-26.73064916,-51.51709673,1,0
H,-40.38404173,109.9853909,0,1
I,-2.769744932,301.4190956,1,1
I,28.69779337,-164.9589136,1,1
G,-8.168239245,345.066371,0,0
G,-0.662076533,-36.04288139,1,0
H,-13.48914983,392.520235,0,0
H,-22.52237725,-31.28380371,0,1
F,-10.43192713,516.8571868,1,0
G,-44.70383823,265.755235,0,1
H,22.56325556,572.0279791,0,0
H,-32.45448452,233.394809,0,0
G,-21.27316949,449.2019541,1,0
I,38.94823455,137.6944924,1,1
G,37.69652362,-84.60329052,1,1
F,19.12060162,-103.1043377,1,0
G,15.82686447,350.6337768,1,1
I,11.41791804,131.4459411,0,1
G,20.13860794,234.5613692,1,0
H,-13.85396524,299.1307375,0,0
I,-20.63672196,268.5341394,1,0
I,8.643297293,-1.120354458,1,1
H,-40.83482082,-288.2708741,0,1
I,-15.92197259,-53.06834959,1,0
H,56.97412333,331.2893013,0,0
I,-34.90245918,-111.6035487,0,0
F,42.05109123,52.5156678,1,0
F,13.62499434,109.7380417,1,1
I,19.29214047,134.692412,1,0
G,-4.114982429,385.6511097,0,1
F,9.322001112,74.79613526,1,0
H,-13.56514982,190.8436791,0,0
G,17.94284059,27.46816328,0,1
G,27.23134609,-38.88552258,1,0
G,36.98158612,-166.5987855,1,1
F,35.57957586,-274.0544332,1,1
I,10.03821267,238.6788927,1,0
H,-39.45973876,108.3809488,0,0
H,32.71898369,540.4957798,0,0
H,-18.49528922,20.86788105,0,1
G,15.99595182,-84.3819788,1,1
I,-16.1890841,133.3740074,1,0
H,4.568967195,575.775931,0,0
G,18.55391779,87.28052563,1,0
I,-9.856057379,-231.6679389,1,1
H,-5.484056625,238.0304213,0,0
H,-14.55021948,215.790584,0,1
I,-0.640177797,-98.5000352,1,0
I,33.81416005,10.36926721,1,0
F,10.04200928,303.3463098,1,0
G,1.392101187,-46.27104905,1,1
G,30.70819778,87.87504192,1,1
I,16.37417999,-138.6661951,0,0
G,7.923707843,347.3412426,1,0
F,17.19910447,8.108596516,1,0
G,0.652051642,-6.869071592,1,0
H,-5.456620028,327.1554434,0,0
G,14.49364968,-59.89150406,1,0
G,13.12637802,-153.6830053,1,1
H,-10.70937532,372.3225162,0,0
I,-35.97282359,-246.327977,1,0
G,15.44415998,281.0237154,1,0
I,44.05371185,34.89151653,1,0
F,71.18472778,-455.0116765,1,1
I,-0.473922679,173.6839457,0,1
F,35.88111978,-199.2458967,1,0
H,6.439031497,404.3901276,0,0
I,-3.484857309,155.6512854,1,1
H,-44.99093748,3.978387421,0,1
F,1.02845834,466.3539116,1,1
H,-8.967710174,266.5566903,0,1
G,28.18738817,-178.990021,1,0
G,-11.62919588,410.2980449,1,1
I,13.38739399,-136.3941242,1,0
G,28.41353126,-95.65026384,1,0
I,33.9568995,182.3156443,1,1
I,-21.25474235,19.63869757,1,0
I,-15.1691771,53.49811748,1,1
F,-12.49339865,306.219398,1,0
H,-54.52428619,75.53931981,0,0
H,-35.95747162,11.08440015,0,1
G,-8.025729474,414.7697639,1,1
F,8.548723014,105.7823109,1,0
G,-15.9921731,131.2357675,1,1
H,-27.14005366,108.3746691,0,1
F,50.92661831,-383.6267768,1,0
F,29.37969371,-189.6169958,0,0
F,-2.685149617,302.714529,0,1
F,12.62173882,37.70470266,1,1
H,22.38050801,271.63115,0,0
H,5.831571219,431.9855133,0,1
I,18.84247229,-93.11782421,1,0
F,42.93203788,-116.8346227,1,1
G,-5.744816861,180.9711707,0,0
I,3.391759519,57.68096719,1,1
G,-3.094927108,208.029864,1,0
H,-33.17329285,-230.0207692,0,0
H,-21.76885064,150.1809665,0,0
H,14.52802585,449.6646227,0,0
F,46.34461503,-291.1703719,1,0
I,15.449678,191.3126815,0,1
F,-14.85404881,442.2820814,1,0
I,-39.66019334,84.36486281,1,1
F,21.91800182,19.13815991,1,0
G,11.47654643,19.35709606,0,0
F,-3.053277633,32.30892394,1,0
H,14.09928841,572.69639,0,1
G,17.05241209,-137.5637509,1,1
F,-15.77405068,277.9982377,1,1
I,4.365914685,-57.86576093,1,0
F,19.77104208,-118.3742312,1,1
H,-4.539572639,157.9000777,0,1
I,10.94728158,378.6563018,0,0
I,-26.41453418,-222.6996022,1,0
I,36.86212614,37.38725167,1,1
G,-0.581086125,310.3473272,1,0
G,-8.297073527,176.3622699,1,1
G,-21.55786129,545.7357211,1,0
I,-2.548412008,-92.89574589,1,1
F,18.08833758,137.9032189,1,1
I,32.31839914,-85.67729348,1,1
F,45.42047471,-278.7178525,1,0
I,17.9422023,67.92088719,0,0
F,14.55129178,36.29984905,1,1
H,-13.1513172,69.5160115,0,0
F,37.71212482,105.8509893,1,0
I,-37.21847102,-42.66921604,1,0
F,-14.2979913,233.2761538,1,0
F,-55.71942518,860.3328759,0,0
G,22.63922161,-117.0707893,1,1
H,-5.211631696,317.6073719,0,0
I,-2.119270092,187.2709741,1,1
I,-8.161872832,94.02650554,1,0
F,18.56130661,-18.42508738,1,0
F,-10.35514397,308.1539616,1,1
F,9.293787946,258.6403902,1,0
F,5.758153887,105.4343123,1,1
F,-20.53846064,266.109884,1,0
H,-15.08982514,150.9866743,0,0
G,22.08823218,-272.1485521,1,1
H,0.349495436,365.3821468,0,0
G,-6.150335822,287.8190947,1,0
F,45.38008147,-93.57927409,1,0
G,25.31337796,-171.0364346,1,0
I,4.015411868,73.96961623,1,1
G,0.294121436,247.5276059,0,1
I,17.33114207,75.38671275,1,1
G,-27.60611436,198.21307,1,0
G,-13.56855412,300.9518386,1,1
H,9.488281915,474.3365183,0,1
F,12.16293913,-41.53488444,1,1
G,-18.67918351,197.699262,1,1
I,-6.485187121,-31.41712465,1,0
I,10.73427679,-287.6818637,1,1
F,-16.9280952,284.6919303,1,1
I,-7.757248753,-265.116605,0,1
F,-15.54508183,92.1579802,1,0
G,-10.23666894,210.5044227,1,0
H,-61.33869026,-78.61072534,0,1
H,20.49854075,515.2890397,0,1
H,-9.979319362,294.5440733,1,0
H,-16.2419832,34.21089703,0,0
G,9.765744601,458.4426356,0,1
F,37.06112512,-146.8305504,1,0
F,37.25044912,-34.3728685,1,1
G,-12.39707822,300.8853111,1,0
G,-13.88002604,375.1375433,1,1
G,35.05171971,-263.7961502,1,1
I,-8.846576685,87.77682945,1,1
I,35.27617244,-92.3837754,1,1
H,-77.5417157,-178.0083344,0,1
I,-11.18633685,-24.26978466,1,1
H,-59.27535724,34.80009754,0,0
F,10.32986109,95.58725192,1,0
G,15.25707505,156.0860878,1,0
I,14.74582507,-35.08112254,0,0
I,4.024543776,-50.29307805,1,0
G,13.91544482,-41.68878788,0,1
I,37.88428402,120.0386977,0,0
H,6.230040813,334.7186878,0,1
I,-21.67517121,24.03367536,1,1
H,36.83559774,275.0576809,0,1
F,4.664451615,57.88340971,1,0
I,-26.96954862,-116.9536395,0,0
I,16.81481953,-214.6070741,1,0
H,-18.54140291,-10.17551087,0,1
F,29.67240378,176.6849597,1,1
F,-9.610041364,187.8390946,1,0
I,13.19860987,153.9320146,0,1
G,27.53893536,199.4451041,1,0
H,-0.099535371,413.2533534,0,1
F,13.02670861,52.21544675,1,1
I,31.80033617,145.9440904,1,1
G,15.7937235,-54.64292048,1,1
G,21.36486496,-185.2361315,0,1
I,6.801545088,25.65707986,1,0
I,-2.825443609,91.3573141,1,1
H,-1.275744663,268.1026044,0,0
G,29.20186292,55.64087033,1,0
F,15.82641651,32.85865247,1,1
G,6.390001031,224.5943149,1,1
F,39.13099138,-380.7852158,1,1
F,-11.83555462,267.2239178,1,1
F,20.41759231,75.44599231,1,1
G,-26.00568885,420.4742276,1,0
F,30.09829837,124.4759153,1,1
H,-45.94306763,-58.23887103,0,0
G,-9.911932856,430.266055,1,0
F,9.663439542,-249.431598,1,0
I,-8.320728343,172.5653621,1,1
F,-2.643211467,362.2852903,0,1
G,6.470035325,49.23580254,1,0
G,3.120703072,255.0824161,1,1
I,-15.88526264,-309.68368,1,1
G,1.308298087,215.4330465,1,1
I,5.458271767,-144.3237459,1,1
I,-19.74382455,26.97870999,1,1
F,-4.666348536,45.71428058,1,0
F,34.87778439,-152.8529793,1,0
F,34.91397987,-137.9835096,1,0
H,0.218269265,464.3324695,0,0
G,9.590608443,131.5043113,1,0
F,27.60865961,-139.8567543,1,1
F,34.25020185,-117.0529314,1,0
G,14.75609587,227.0191748,1,0
I,13.39749953,-59.61995448,1,1
H,-1.650799572,277.1807726,0,0
H,-17.60912607,249.9643191,0,1
H,-9.380171556,117.8718589,0,0
H,-13.69874884,177.7933258,0,1
I,-13.82842505,14.21868468,1,1
I,-10.3664755,-227.797968,0,0
H,-23.65955995,136.0974331,0,0
G,-8.799925757,226.3601798,1,0
G,-25.66485062,416.1711683,1,1
I,0.678492094,124.2985371,1,1
G,5.830837039,66.16017472,1,0
I,-11.53277896,127.9743345,0,1
F,-2.996604869,186.62951,0,0
I,-21.51621957,37.16544458,1,1
G,19.22459182,113.2736558,1,0
I,24.53776658,80.0594013,1,0
I,-30.16055357,105.6894218,1,1
H,26.84029487,410.3477117,0,1
H,-25.71310182,226.6680921,0,1
F,2.821834412,211.1347582,1,1
G,-26.2736482,406.0585924,1,1
F,45.00078067,67.88561012,1,1
G,4.843738276,206.9820914,1,0
I,15.31262248,-270.9219122,1,0
G,24.055159,64.38767433,1,0
G,21.59129443,49.34380611,1,1
G,-13.79247722,471.60447,1,1
I,-0.429670626,1.685969869,1,0
F,27.7775907,-133.7564356,1,1
H,-8.800865007,317.6056355,0,0
F,1.28506195,-47.83922395,1,0
I,23.48038192,191.7661748,1,0
G,17.18649786,263.6024308,1,1
H,-24.84893178,-233.1048527,0,1
G,-25.57581001,437.1301648,1,0
I,-2.467185505,26.2508689,1,0
F,15.26300603,158.218427,0,1
H,24.23373145,729.5870646,0,1
H,-9.939070793,178.7374964,0,1
G,-13.55344865,315.2559418,1,0
G,13.37130964,83.74164355,1,0
H,-48.03262003,114.7518919,0,0
G,4.225261247,159.5569003,1,1
I,25.60531099,-24.21030689,1,0
H,-15.36518886,91.40717051,0,0
F,28.51972756,-76.94541952,1,1
I,13.39231538,-198.0050039,0,1
G,25.65545685,-45.46774639,1,0
H,13.87469828,340.719587,0,1
G,14.2923773,-133.590196,1,0
F,24.28337007,75.01444631,1,1
I,-28.04060944,-22.76666739,0,0
G,-30.91188292,481.0086788,1,0
H,-35.85286944,198.0471613,0,1
I,-1.641513276,-19.15692291,1,0
I,34.85176434,-49.75295827,0,0
I,-12.19572894,-107.0828637,1,1
G,27.78870736,-130.1113593,1,0
H,7.227803605,240.7784306,0,1
F,3.740130322,-82.85191948,1,1
F,62.50333602,-399.4193582,1,0
I,54.09738119,165.0726242,1,1
H,-63.5110115,25.97358852,0,0
I,-0.683592451,-64.73446446,1,1
F,-16.99894729,488.3087771,1,0
I,-13.58966621,166.6518155,1,0
H,-9.673565456,224.6428941,0,0
H,-42.77338035,-79.19807188,0,0
H,-10.1609792,281.220127,0,0
H,3.261434086,216.5186273,0,1
H,-16.84373472,340.5495947,0,1
H,-8.90873265,213.517739,0,1
G,1.635950552,76.63962092,1,0
G,-23.64662469,205.2727394,1,1
G,35.96141775,26.27080661,1,1
H,-48.742487,84.42057013,0,1
I,8.551426263,-72.536394,1,1
G,-4.770110774,344.1449391,1,0
I,-4.989681318,153.6081979,0,0
F,44.59852866,-425.0934304,1,0
H,-1.134427867,67.39110363,0,0
H,-41.62709917,-67.61126533,0,1
I,5.869919437,-52.97537243,0,0
I,-21.5617185,-245.5348044,0,0
I,1.179948689,230.0405642,1,0
H,-30.20870698,208.4703023,0,0
H,-69.32091124,-240.5854267,0,0
H,-29.93468579,185.9129795,0,0
F,12.63336717,264.4219134,1,1
I,6.407260954,18.62085764,0,1
H,-18.60407965,139.427644,1,0
I,14.69962703,210.9145688,1,1
F,33.149552,-26.25210421,1,0
H,-73.30714595,-242.9596497,0,1
H,-19.59233336,115.3757631,0,1
H,-2.083848406,322.9853244,0,0
I,-0.56878692,-18.15608281,1,0
G,-9.333224509,48.61431022,1,0
G,-21.60440516,473.1024903,1,0
H,-20.59579825,108.7287371,0,0
H,30.2456353,581.8409652,0,1
G,-3.170065194,-5.44427188,0,1
H,11.41960888,439.0400341,0,0
G,1.819218729,347.7656335,1,0
G,-28.65202667,500.6130368,0,1
F,19.4518602,1.918967405,1,0
I,-18.97861875,-17.50724101,1,0
I,7.621192775,107.6008408,1,0
F,12.29567528,61.90780389,1,1
F,10.98910493,162.8972974,1,0
F,9.575837985,-32.54123221,1,0
G,-33.00626283,574.9648644,1,1
F,43.9243298,-369.2809254,1,1
I,11.87198193,-18.95068954,0,0
G,-10.8875829,309.3912816,1,0
F,1.208918539,252.0608338,1,1
H,-22.92553555,240.5107974,0,0
H,-7.550432646,198.2623567,0,1
F,-12.68679949,250.0322978,1,0
H,-4.798112604,391.6786895,0,0
G,17.3823348,126.9776925,1,0
I,-17.69984669,146.5084726,1,1
F,19.16541406,-111.1389708,1,0
I,-1.007351639,148.2178084,1,1
I,-10.67641776,43.75933267,0,0
I,20.94678793,30.49686053,1,1
I,10.51444728,-96.50355953,1,1
I,-4.675764621,118.6917094,0,0
F,-4.802619085,259.0212476,1,0
H,-36.88567865,-140.1109683,0,0
F,-7.534816123,379.7668501,1,1
H,-47.40617951,72.21740745,0,1
F,13.72377932,44.59247401,1,1
F,48.12564265,-207.4281341,1,1
F,18.79153421,349.4526398,1,0
H,-13.38450278,-29.81682141,0,1
G,-16.24062953,450.4590218,1,1
I,19.5712569,152.8581528,1,1
I,9.125048899,-88.45120688,1,1
F,-4.039599836,240.7564224,1,0
I,11.20449573,29.33513231,0,1
F,-18.39920568,328.592159,1,0
G,-22.11867975,247.9007255,1,0
I,-3.316141011,-66.28238265,1,0
I,16.82277772,-158.4850396,0,1
H,16.23272669,418.9429192,0,0
H,-53.04681406,35.50376438,0,1
H,-50.72479184,134.0715876,0,0
H,-34.48770107,30.05000416,0,1
G,12.45237209,99.56712752,1,0
H,30.36781477,476.8545878,0,1
H,-8.379533745,396.6394062,0,1
G,4.705382157,319.9105595,1,1
H,-33.0383873,126.0955845,0,1
G,-8.247250949,186.5400467,0,1
I,34.74493492,6.052223863,1,0
H,-57.97290648,159.2613288,0,1
I,50.2473286,121.356645,1,0
H,-0.507472062,125.4309123,0,1
G,-14.82719083,324.948578,1,1
G,-12.83632339,333.34326,1,0
G,21.98434643,10.29269746,0,0
I,1.98554898,-58.32973965,0,0
G,59.26796403,-476.8488484,1,0
H,28.78524719,554.7145182,0,1
F,27.43206656,-139.7381301,1,1
H,40.88120735,545.193312,0,0
F,10.14580396,62.8128332,1,1
F,-0.098646323,141.1339628,1,0
I,4.274158578,234.4945604,0,0
H,28.01079023,390.606946,0,1
H,-0.217866137,363.469607,0,1
I,20.9337775,49.03286238,0,0
H,-33.86079975,80.84242039,0,1
I,16.76806543,-277.7636439,0,1
G,5.531179257,369.5795276,0,0
F,-28.23676635,582.4592662,1,1
H,35.63463608,503.9290399,0,1
G,-12.73642339,72.81784439,1,1
G,-25.3918245,337.2944371,1,0
F,0.140193033,479.0037504,1,0
H,-31.02864674,158.0767321,0,1
I,12.67980342,-251.6976352,1,1
I,-0.269343762,-22.09533988,0,0
G,3.696437099,230.366815,1,0
F,51.77239547,-210.0063547,1,1
I,-45.65613062,126.871536,0,1
H,-12.68857278,572.2079012,1,0
I,3.743530642,5.183769985,0,1
H,-43.18760853,4.812287416,0,0
F,70.69308415,-737.3201033,1,0
F,38.49047268,-216.9171821,1,0
G,14.95681389,-54.27726399,1,0
I,-2.154848497,99.23202126,1,1
I,24.69080442,349.0250758,1,1
H,-15.72592396,98.40753105,0,1
H,2.615005244,612.138087,0,1
I,-11.15389286,-151.8780697,1,1
F,5.660811705,311.097033,1,1
G,-18.08296259,304.4495261,1,0
I,33.50378593,41.7409977,1,0
H,15.67846765,730.5312568,0,0
G,-0.358417876,348.189337,1,0
H,-35.4086328,-74.9647507,0,0
I,0.216705289,-56.46766249,1,1
F,28.48326511,156.5477751,1,1
H,-35.30469838,86.44516185,0,1
G,18.92424955,141.2732704,1,1
G,1.385874888,140.9128739,1,0
I,-3.425913651,161.6597067,0,0
I,15.23333326,-100.8099011,0,1
I,2.630962613,40.27248617,1,1
F,26.96519023,-302.0154841,1,0
F,17.20947429,30.26819689,1,1
G,28.85570312,-325.3455333,0,0
F,-21.81897091,249.2090224,1,0
I,-3.769260692,106.6963576,1,0
F,-1.56879236,116.5665371,1,1
F,-14.55627068,598.1564568,1,1
I,34.05270504,-173.6821008,0,0
H,-17.51535332,231.8155747,0,0
F,45.34102916,-118.6542359,1,1
F,53.23825245,-113.8246788,1,1
G,-13.27366947,422.526366,1,1
F,-10.07353099,139.237619,1,0
G,14.25983312,-206.8075111,1,1
F,32.40175535,-96.8071629,0,0
I,-17.22976951,-32.13008424,1,0
H,40.4658778,721.3251907,0,0
G,12.49538676,186.3850097,1,0
F,-3.91732887,483.208286,1,1
I,-10.89942408,20.2748266,1,1
G,12.10363398,-306.0073674,1,1
H,5.291693521,280.8114276,0,1
I,-14.58067946,13.77481694,0,0
F,-7.471655415,13.46899288,1,1
G,34.26826094,-137.1082794,1,1
H,31.30852068,490.9702315,0,0
F,-12.67241861,395.5746265,1,0
I,11.44717486,-171.5314028,1,0
G,20.43758257,191.6172727,1,1
I,-2.671738647,136.7153588,1,0
I,-18.1653657,-242.4746174,1,0
G,-22.60956357,249.0794138,1,1
I,15.84111805,94.29599965,1,1
I,18.40639166,206.5741546,1,0
G,4.468321403,119.5953536,1,1
F,8.954689471,-78.33257533,0,0
I,14.45096174,-65.23077518,1,1
H,-28.17804913,-113.7665628,0,1
I,29.56139019,183.4045655,0,0
F,14.41522884,109.3208073,1,1
G,10.36863022,255.4802355,1,1
I,7.584315955,274.3619419,0,0
F,16.69008792,421.8180944,1,0
F,-41.24558267,335.9886953,1,0
G,23.09858706,-98.77247594,1,1
G,6.541130268,553.9975549,1,0
H,-37.13973592,-5.382275843,0,1
G,-38.92067614,431.3539323,1,0
I,6.881876576,117.1612379,1,0
H,13.0473884,272.4906245,0,0
H,4.248984643,470.7879771,0,0
F,5.314175632,122.6613749,0,1
F,4.063435254,320.2701603,0,0
I,13.22160395,222.1605526,1,1
F,23.92375975,183.9412291,1,1
F,-3.329758641,225.9866544,0,1
I,41.46544488,-121.8245176,1,1
I,-7.829810858,-78.73323169,0,0
F,-24.77088585,430.252263,1,1
H,19.52921319,182.4863995,0,1
G,10.4036308,-121.1393734,1,0
H,-21.9461636,284.2367717,0,1
I,22.13801991,85.48120086,1,1
G,16.99723576,82.77933478,1,1
F,31.58215924,-347.2635711,1,0
H,-1.072115561,-10.53337824,0,0
G,8.959899886,27.84649397,0,0
H,-3.143503365,165.1635344,0,1
F,8.655097308,-22.44611533,1,0
F,41.71113618,-211.9947503,1,0
H,-26.21469016,215.2417588,0,1
G,-20.69098328,448.2292757,1,1
F,5.573641652,-54.47295254,1,1
G,-15.07371711,261.323831,1,0
F,3.954138154,81.58918703,1,0
I,34.83510619,-157.9738045,1,1
F,-10.90576077,549.8103306,1,1
F,40.65763313,-114.5531798,1,0
H,-10.28448554,305.567344,0,0
I,-5.464765393,35.98160993,0,1
G,-3.093212427,267.6225389,1,0
H,-18.7952271,278.181276,0,1
I,-29.07895942,96.92045449,1,1
I,25.01782236,-97.69756953,1,1
G,-3.94858229,96.65042058,1,1
H,5.194700939,-32.21514888,0,0
I,-3.175320648,-183.1826956,1,0
I,-33.51861036,185.4699166,1,0
F,12.55718785,-119.3240599,1,0
F,-22.36656625,224.5080344,1,0
H,18.84335808,560.9446352,0,0
F,36.69814184,-295.114459,1,1
